ticker,company_title,cik,form,filing_date,accession,para_idx,para_text,neg_cnt,unc_cnt,n_tokens,neg_per_1000,unc_per_1000,company_tokens,company_neg_cnt,company_unc_cnt,company_neg_per_1000,company_unc_per_1000,external_tokens,external_neg_cnt,external_unc_cnt,external_neg_per_1000,external_unc_per_1000,company_sent_ratio,external_sent_ratio,finbert_neg,finbert_neu,finbert_pos
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,38,"The development of the IoT presents security, privacy, and execution risks. 
To support the growth of the intelligent cloud and the intelligent edge, we are developing products, services, and technologies to power the IoT. The IoT’s great potential also carries substantial risks. IoT products and services may contain defects in design, manufacture, or operation that make them insecure or ineffective for their intended purposes. An IoT solution has multiple layers of hardware, sensors, processors, software, and firmware, several of which we may not develop or control. Each layer, including the weakest layer, can impact the security of the whole system. Many IoT devices have limited interfaces and ability to be updated or patched. IoT solutions may collect large amounts of data, and our handling of IoT data may not satisfy customers or regulatory requirements. IoT scenarios may increasingly affect personal health and safety. If IoT solutions that include our technologies do not work as intended, violate the law, or harm individuals or businesses, we may be subject to legal claims or enforcement actions. These risks, if realized, may increase our costs, damage our reputation or brands, or negatively impact our revenues or margins.",9,10,193,46.63212435233161,51.81347150259067,116,5,6,43.10344827586207,51.724137931034484,77,4,4,51.94805194805195,51.94805194805195,0.45454545454545453,0.0,0.015082783065736294,0.7938145399093628,0.19110265374183655
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,39,"Issues in the development and use of AI may result in reputational harm or liability
. We are building AI into many of our offerings, including our productivity services, and we are also making first- and third-party AI available for our customers to use in solutions that they build. We expect these elements of our business to grow. We envision a future in which AI operating in our devices, applications, and the cloud helps our customers be more productive in their work and personal lives. As with many innovations, AI presents risks and challenges that could affect its adoption, and therefore our business. AI algorithms may be flawed. Datasets may be insufficient or contain biased information. Ineffective or inadequate AI development or deployment practices by Microsoft or others could result in incidents that impair the acceptance of AI solutions or cause harm to individuals or society. These deficiencies and other failures of AI systems could subject us to competitive harm, regulatory action, legal liability, including under new proposed legislation regulating AI in jurisdictions such as the European Union (“EU”), and brand or reputational harm. Some AI scenarios present ethical issues. If we enable or offer AI solutions that are controversial because of their impact on human rights, privacy, employment, or other social, economic, or political issues, we may experience brand or reputational harm.",15,8,221,67.87330316742081,36.199095022624434,187,12,5,64.1711229946524,26.737967914438503,34,3,3,88.23529411764706,88.23529411764706,0.6363636363636364,0.0,0.03238699957728386,0.4139592945575714,0.5536537170410156
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,40,"We may have excessive outages, data losses, and disruptions of our online services if we fail to maintain an adequate operations infrastructure.
 Our increasing user traffic, growth in services, and the complexity of our products and services demand more computing power. We spend substantial amounts to build, purchase, or lease datacenters and equipment and to upgrade our technology and network infrastructure to handle more traffic on our websites and in our datacenters. Our datacenters depend on the availability of permitted and buildable land, predictable energy, and networking supplies, the cost or availability of which could be adversely affected by a variety of factors, including the transition to a clean energy economy and geopolitical disruptions. These demands continue to increase as we introduce new products and services and support the growth of existing services such as Bing, Azure, Microsoft Account services, Microsoft 365, Microsoft Teams, Dynamics 365, OneDrive, SharePoint Online, Skype, Xbox, and Outlook.com. We are rapidly growing our business of providing a platform and back-end hosting for services provided by third parties to their end users. Maintaining, securing, and expanding this infrastructure is expensive and complex, and requires development of principles for datacenter builds in geographies with higher safety and reliability risks. It requires that we maintain an Internet connectivity infrastructure and storage and compute capacity that is robust and reliable within competitive and regulatory constraints that continue to evolve. Inefficiencies or operational failures, including temporary or permanent loss of customer data, insufficient Internet connectivity, insufficient or unavailable power supply, or inadequate storage and compute capacity, could diminish the quality of our products, services, and user experience resulting in contractual liability, claims by customers and other third parties, regulatory actions, damage to our reputation, and loss of current and potential users, subscribers, and advertisers, each of which may adversely impact our consolidated financial statements
.",19,6,300,63.333333333333336,20.0,274,19,5,69.34306569343066,18.248175182481752,26,0,1,0.0,38.46153846153846,0.8888888888888888,0.0,0.11991164088249207,0.22629231214523315,0.6537960767745972
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,41,"We may experience quality or supply problems.
 Our hardware products such as Xbox consoles, Surface devices, and other devices we design and market are highly complex and can have defects in design, manufacture, or associated software. We could incur significant expenses, lost revenue, and reputational harm as a result of recalls, safety alerts, or product liability claims if we fail to prevent, detect, or address such issues through design, testing, or warranty repairs.",7,2,72,97.22222222222223,27.77777777777778,72,7,2,97.22222222222223,27.77777777777778,0,0,0,0.0,0.0,1.0,0.0,0.008430247195065022,0.9555227756500244,0.03604697063565254
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,42,"Our software products and services also may experience quality or reliability problems. The highly sophisticated software we develop may contain bugs and other defects that interfere with their intended operation. Our customers increasingly rely on us for critical business functions
 
and multiple workloads. Many of our products and services are interdependent with one another. Each of these circumstances potentially magnifies the impact of quality or reliability issues. Any defects we do not detect and fix in pre-release testing could cause reduced sales and revenue, damage to our reputation, repair or remediation costs, delays in the release of new products or versions, or legal liability. Although our license agreements typically contain provisions that eliminate or limit our exposure to liability, there is no assurance these provisions will withstand legal challenge.",8,4,129,62.01550387596899,31.007751937984494,113,8,4,70.79646017699115,35.39823008849557,16,0,0,0.0,0.0,0.75,0.0,0.01113981194794178,0.9323284029960632,0.056531764566898346
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,43,"There are limited suppliers for certain device and datacenter components. Our competitors use some of the same suppliers and their demand for hardware components can affect the capacity available to us. If components are delayed or become unavailable, whether because of supplier capacity constraint, industry shortages, legal or regulatory changes that restrict supply sources, or other reasons, we may not obtain timely replacement supplies, resulting in reduced sales or inadequate datacenter capacity. Component shortages, excess or obsolete inventory, or price reductions resulting in inventory adjustments may increase our cost of revenue. Xbox consoles, Surface devices, datacenter servers, and other hardware are assembled in Asia and other geographies that may be subject to disruptions in the supply chain, resulting in shortages that would affect our revenue and operating margins.",8,3,128,62.5,23.4375,118,8,3,67.79661016949153,25.423728813559322,10,0,0,0.0,0.0,0.8,0.2,0.009446022100746632,0.9538712501525879,0.03668268769979477
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,44,"LEGAL, REGULATORY, AND LITIGATION RISKS",1,1,5,200.0,200.0,0,0,0,0.0,0.0,5,1,1,200.0,200.0,0.0,1.0,0.020340509712696075,0.06158880889415741,0.9180706739425659
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,45,"Government litigation and regulatory activity relating to competition rules may limit how we design and market our products.
 As a leading global software and device maker, government agencies closely scrutinize us under U.S. and foreign competition laws. Governments are actively enforcing competition laws and regulations, and this includes scrutiny in potentially large markets such as the EU, the U.S., and China. Some jurisdictions also allow competitors or consumers to assert claims of anti-competitive conduct. U.S. federal and state antitrust authorities have previously brought enforcement actions and continue to scrutinize our business.",6,1,87,68.96551724137932,11.494252873563218,47,4,1,85.1063829787234,21.27659574468085,40,2,0,50.0,0.0,0.5,0.5,0.038253940641880035,0.1903775930404663,0.7713684439659119
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,46,"The European Commission (“the Commission”) closely scrutinizes the design of high-volume Microsoft products and the terms on which we make certain technologies used in these products, such as file formats, programming interfaces, and protocols, available to other companies. Flagship product releases such as Windows can receive significant scrutiny under competition laws. For example, in 2004, the Commission ordered us to create new versions of our Windows operating system that do not include certain multimedia technologies and to provide our competitors with specifications for how to implement certain proprietary Windows communications protocols in their own products. In 2009, the Commission accepted a set of commitments 
we 
offered to address the Commission’s concerns relating to competition in web browsing software, including an undertaking to address Commission concerns relating to interoperability. The web browsing commitments expired in 2014. The remaining obligations may limit our ability to innovate in Windows or other products in the future, diminish the developer appeal of the Windows platform, and increase our product development costs. The availability of licenses related to protocols and file formats may enable competitors to develop software products that better mimic the functionality of our products, which could hamper sales of our products.",6,3,194,30.927835051546392,15.463917525773196,144,3,3,20.833333333333332,20.833333333333332,49,3,0,61.224489795918366,0.0,0.5,0.125,0.05041094124317169,0.5682908892631531,0.38129809498786926
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,47,"Our portfolio of first-party devices continues to grow; at the same time our OEM partners offer a large variety of devices for our platforms. As a result, increasingly we both cooperate and compete with our OEM partners, creating a risk that we fail to do so in compliance with competition rules. Regulatory scrutiny in this area may increase. Certain foreign governments, particularly in China and other countries in Asia, have advanced arguments under their competition laws that exert downward pressure on royalties for our intellectual property.",4,2,83,48.19277108433735,24.096385542168676,76,3,1,39.473684210526315,13.157894736842104,7,1,1,142.85714285714286,142.85714285714286,0.75,0.25,0.019277093932032585,0.9240703582763672,0.056652627885341644
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,48,"Government regulatory actions and court decisions such as these may result in fines or hinder our ability to provide the benefits of our software to consumers and businesses, reducing the attractiveness of our products and the revenue that comes from them. New competition law actions could be initiated, potentially using previous actions as precedent. The outcome of such actions, or steps taken to avoid them, could adversely affect us in a variety of ways, including:",3,3,74,40.54054054054054,40.54054054054054,61,3,2,49.18032786885246,32.78688524590164,13,0,1,0.0,76.92307692307692,0.6666666666666666,0.3333333333333333,0.013596193864941597,0.8825656175613403,0.1038382351398468
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,49,"Our global operations subject us to potential consequences under anti-corruption, trade, and other laws and regulations.
 The Foreign Corrupt Practices Act (“FCPA”) and other anti-corruption laws and regulations (“Anti-Corruption Laws”) prohibit corrupt payments by our employees, vendors, or agents, and the accounting provisions of the FCPA require us to maintain accurate books and records and adequate internal controls. From time to time, we receive inquiries from authorities in the U.S. and elsewhere which may be based on reports from employees and others about our business activities outside the U.S. and our compliance with Anti-Corruption Laws. Periodically, we receive such reports directly and investigate them, and also cooperate with investigations by U.S. and foreign law enforcement authorities. An example of increasing international regulatory complexity is the EU Whistleblower Directive, initiated in 2021, which may present compliance challenges to the extent it is implemented in different forms by EU member states. Most countries in which we operate also have competition laws that prohibit competitors from colluding or otherwise attempting to reduce competition between themselves. While we devote substantial resources to our U.S. and international compliance programs and have implemented policies, training, and internal controls designed to reduce the risk of corrupt payments and collusive activity, our employees, vendors, or agents may violate our policies. Our failure to comply with Anti-Corruption Laws or competition laws could result in significant fines and penalties, criminal sanctions against us, our officers, or our employees, prohibitions on the conduct of our business, and damage to our reputation.",15,5,245,61.224489795918366,20.408163265306122,208,14,4,67.3076923076923,19.23076923076923,37,1,1,27.027027027027028,27.027027027027028,0.8333333333333334,0.16666666666666666,0.043579764664173126,0.14716050028800964,0.8092597126960754
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,50,"Increasing trade laws, policies, sanctions, and other regulatory requirements also affect our operations in and outside the U.S. relating to trade and investment. Economic sanctions in the U.S., the EU, and other countries prohibit most business with restricted entities or countries such as Crimea, Cuba, Iran, North Korea,
 
and Syria. U.S. export controls restrict Microsoft from offering many of its products and services to, or making investments in, certain entities in specified countries. U.S. import controls restrict us from integrating certain information and communication technologies into our supply chain and allow for government review of transactions involving information and communications technology from countries determined to be foreign adversaries
. 
Supply chain regulations may impact the availability of goods or result in additional regulatory scrutiny. 
Periods of intense diplomatic or armed conflict, such as the ongoing conflict in Ukraine, may result in 
(1) 
new and rapidly evolving sanctions and trade restrictions, which may impair trade with sanctioned 
individuals and 
countries
, and (2) negative impacts to regional
 trade 
ecosystems
 among our customers, partners, and us. 
Non-compliance 
with sanctions as well as general ecosystem disruptions 
could result in reputational harm, operational delays, monetary fines
, loss of revenues
, 
increased costs, 
loss of export privileges, or criminal sanctions.",13,4,196,66.3265306122449,20.408163265306122,79,1,0,12.658227848101266,0.0,107,12,4,112.14953271028037,37.38317757009346,0.2857142857142857,0.14285714285714285,0.01539361197501421,0.8252103328704834,0.15939612686634064
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,51,"Other regulatory areas that may apply to our products and online services offerings include requirements related to user privacy, telecommunications, data storage and protection, advertising, and online content. For example, some regulators are taking the position that our offerings such as Microsoft Teams and Skype are covered by existing laws regulating telecommunications services, and some new laws, including EU Member State laws under the European Electronic Communications Code, are defining more of our services as regulated telecommunications services. This trend may continue and will result in these offerings being subjected to additional data protection, security, and law enforcement surveillance obligations. Regulators may assert that our collection, use, and management of customer data and other information is inconsistent with their laws and regulations, including laws that apply to the tracking of users via technology such as cookies. Legislative or regulatory action relating to cybersecurity requirements may increase the costs to develop, implement, or secure our products and services. Legislative and regulatory action is emerging in the areas of AI and content moderation, which could increase costs or restrict opportunity. Applying these laws and regulations to our business is often unclear, subject to change over time, and sometimes may conflict from jurisdiction to jurisdiction. Additionally, these laws and governments’ approach to their enforcement, and our products and services, are continuing to evolve. Compliance with these types of regulation may involve significant costs or require changes in products or business practices that result in reduced revenue. Noncompliance could result in the imposition of penalties or orders we stop the alleged noncompliant activity.",7,10,259,27.027027027027028,38.61003861003861,193,6,7,31.088082901554404,36.26943005181347,66,1,3,15.151515151515152,45.45454545454545,0.7,0.3,0.028938347473740578,0.44578859210014343,0.5252730250358582
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,52,"We strive to empower all people and organizations to achieve more, and accessibility of our products is an important aspect of this goal. There is increasing pressure from advocacy groups, regulators, competitors, customers, and other stakeholders to make technology more accessible. If our products do not meet customer expectations or global accessibility requirements, we could lose sales opportunities or face regulatory or legal actions.",1,1,64,15.625,15.625,46,1,1,21.73913043478261,21.73913043478261,18,0,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.011095330119132996,0.9463257193565369,0.042579010128974915
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,53,"Laws and regulations relating to the handling of personal data may impede the adoption of our services or result in increased costs, legal claims, fines against us
, 
or reputational damage
.
 The growth of our Internet- and cloud-based services internationally relies increasingly on the movement of data across national boundaries. Legal requirements relating to the collection, storage, handling, and transfer of personal data continue to evolve. For example, in July 
2020 the Court of Justice of the EU invalidated a framework called Privacy Shield
 for companies to transfer data from EU member states to the 
United States.
 This 
ruling 
continues
 
to
 generate
 uncertainty about the legal 
requirements
 for data transfers 
from
 the 
EU under
 other 
legal mechanisms
 and has resulted in some EU data protection authorities blocking the use of U.S.-based services that involve the transfer of data to the U.S
. The
 U.S. and the EU 
in March 2022
 
agreed in principle 
on a replacement framework for the Privacy Shield, 
called the 
EU-U.S. 
Data Privacy Framework. A
 failure of 
the U.S. and EU
 to 
finalize the 
EU-U.S.
 Data Privacy Framework
 
could compound that uncertainty
 and result in additional blockages of data transfers.
 Potential new
 rules 
and restrictions 
on
 the 
flow of data across borders could increase the cost and complexity of delivering our products and services in some markets. 
For example
,
 
the
 
EU
 General Data Protection Regulation (“GDPR
”), which
 applies
 to 
all of
 our activities conducted from an establishment in the EU or related to products and services offered in the EU, imposes a range of compliance obligations 
regarding the handling of personal data.
 
More recently, the EU has been developing new requirements related to the use of data, including in the Digital Markets Act, the Digital Services Act, and the Data Act, that will add additional rules and restriction on the use of data in our products and services.
 Engineering efforts to build 
and maintain 
capabilities to facilitate compliance with 
these laws involve
 
substantial expense and the diversion of engineering resources from other projects
. We might experience reduced demand for our offerings if
 we are unable to engineer products that meet 
our
 legal duties or help our customers meet their obligations under the GDPR 
and
 other data regulations, 
or if 
our implementation
 to comply with the GDPR make
s
 our offerings less attractive. 
Compliance
 
with 
these obligations depends in part on how particular regulators interpret 
and apply 
them. If we fail to comply
,
 or if regulators assert we have failed to comply 
(including in response to complaints made 
by customers
),
 it
 may lead to regulatory enforcement actions, which can
 result in monetary penalties 
(
of up to 4% of worldwide revenue
 in the case of GDPR),
 private lawsuits
, reputational damage
, 
blockage of international data transfers, 
and loss of customers. 
The highest fines assessed under GDPR have recently been increasing, especially against large technology companies. 
Jurisdictions
 around the world
, such as China
,
 India
, and states in
 the U.S
.
 ha
ve
 adopted
,
 
or
 are considering adopting
 or expanding
,
 laws and regulations imposing obligations regarding the
 
collection,
 handling
, and
 transfer 
of personal data
.",17,8,497,34.20523138832998,16.096579476861166,183,7,3,38.25136612021858,16.39344262295082,239,9,5,37.65690376569037,20.92050209205021,0.21568627450980393,0.11764705882352941,0.01773212105035782,0.8738665580749512,0.10840132087469101
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,54,"Our investment in gaining insights from data is becoming central to the value of the services we deliver to customers, to our operational efficiency and key opportunities in monetization, customer perceptions of quality, and operational efficiency. Our ability to use data in this way may be constrained by regulatory developments that impede realizing the expected return from this investment. Ongoing legal analyses, reviews, and inquiries by regulators of Microsoft practices, or relevant practices of other organizations, may result in burdensome or inconsistent requirements, including data sovereignty and localization requirements, affecting the location, movement, collection, and use of our customer and internal employee data as well as the management of that data. Compliance with applicable laws and regulations regarding personal data may require changes in services, business practices, or internal systems that result in increased costs, lower revenue, reduced efficiency, or greater difficulty in competing with foreign-based firms. Compliance with data regulations might limit our ability to innovate or offer certain features and functionality in some jurisdictions where we operate. Failure to comply with existing or new rules may result in significant penalties or orders to stop the alleged noncompliant activity, as well as negative publicity and diversion of management time and effort.",10,5,202,49.504950495049506,24.752475247524753,133,3,3,22.55639097744361,22.55639097744361,69,7,2,101.44927536231884,28.985507246376812,0.6666666666666666,0.16666666666666666,0.01252351701259613,0.900166928768158,0.08730951696634293
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,55,"We have claims and lawsuits against us that may result in adverse outcomes.
 We are subject to a variety of claims and lawsuits. These claims may arise from a wide variety of business practices and initiatives, including major new product releases such as Windows, significant business transactions, warranty or product claims, and employment practices. Adverse outcomes in some or all of these claims may result in significant monetary damages or injunctive relief that could adversely affect our ability to conduct our business. The litigation and other claims are subject to inherent uncertainties and management’s view of these matters may change in the future. A material adverse impact in our consolidated financial statements could occur for the period in which the effect of an unfavorable outcome becomes probable and reasonably estimable.",14,8,127,110.23622047244095,62.99212598425197,76,10,5,131.57894736842104,65.78947368421052,51,4,3,78.43137254901961,58.8235294117647,0.6666666666666666,0.0,0.021366886794567108,0.7004752159118652,0.2781579792499542
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,56,"Our business with government customers may present additional uncertainties. 
We derive substantial revenue from government contracts. Government contracts generally can present risks and challenges not present in private commercial agreements. For instance, we may be subject to government audits and investigations relating to these contracts, we could be suspended or debarred as a governmental contractor, we could incur civil and criminal fines and penalties, and under certain circumstances contracts may be rescinded. Some agreements may allow a government to terminate without cause and provide for higher liability limits for certain losses. Some contracts may be subject to periodic funding approval, reductions
, cancellations
, or delays which could adversely impact public-sector demand for our products and services. These events could negatively impact our results of operations, financial condition, and reputation.",13,11,126,103.17460317460318,87.3015873015873,83,9,8,108.43373493975903,96.3855421686747,42,3,3,71.42857142857143,71.42857142857143,0.625,0.25,0.014072613790631294,0.8592929840087891,0.126634418964386
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,57,"We may have additional tax liabilities.
 We are subject to income taxes in the U.S. and many foreign jurisdictions. Significant judgment is required in determining our worldwide provision for income taxes. In the course of our business, there are many transactions and calculations where the ultimate tax determination is uncertain. For example, compliance with the 2017 United States Tax Cuts and Jobs Act (“TCJA”) and possible future legislative changes may require the collection of information not regularly produced within the Company, the use of estimates in our consolidated financial statements, and the exercise of significant judgment in accounting for its provisions. As regulations and guidance evolve with respect to the TCJA or possible future legislative changes, and as we gather more information and perform more analysis, our results may differ from previous estimates and may materially affect our consolidated financial statements.",0,8,139,0.0,57.55395683453237,135,0,8,0.0,59.25925925925926,4,0,0,0.0,0.0,0.8571428571428571,0.0,0.03302094340324402,0.27979692816734314,0.6871821284294128
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,58,"We are regularly under audit by tax authorities in different jurisdictions. Although we believe that our provision for income taxes and our tax estimates are reasonable, tax authorities may disagree with certain positions we have taken. In addition, economic and political pressures to increase tax revenue in various jurisdictions may make resolving tax disputes favorably more difficult. We are currently under Internal Revenue Service audit for prior tax years, with the primary unresolved issues relating to transfer pricing. The final resolution of those audits, and other audits or litigation, may differ from the amounts recorded in our consolidated financial statements and may materially affect our consolidated financial statements in the period or periods in which that determination is made.",5,6,119,42.016806722689076,50.42016806722689,98,3,5,30.612244897959183,51.02040816326531,21,2,1,95.23809523809524,47.61904761904762,0.8,0.0,0.022355813533067703,0.6850717663764954,0.29257240891456604
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,59,"We earn a significant amount of our operating income outside the U.S. A change in the mix of earnings and losses in countries with differing statutory tax rates, changes in our business or structure, or the expiration of or disputes about certain tax agreements in a particular country may result in higher effective tax rates for the Company. In addition, changes in U.S. federal and state or international tax laws applicable to corporate multinationals, other fundamental law changes currently being considered by many countries, including in the U.S., and changes in taxing jurisdictions’ administrative interpretations, decisions, policies, and positions may materially adversely impact our consolidated financial statements.",3,3,101,29.702970297029704,29.702970297029704,97,3,3,30.927835051546392,30.927835051546392,4,0,0,0.0,0.0,0.75,0.0,0.019548634067177773,0.8452930450439453,0.13515830039978027
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,60,"We may not be able to protect our source code from copying if there is an unauthorized disclosure.
 Source code, the detailed program commands for our operating systems and other software programs, is critical to our business. Although we license portions of our application and operating system source code to several licensees, we take significant measures to protect the secrecy of large portions of our source code. If our source code leaks, we might lose future trade secret protection for that code. It may then become easier for third parties to compete with our products by copying functionality, which could adversely affect our revenue and operating margins. Unauthorized disclosure of source code also could increase the security risks described elsewhere in these risk factors.",6,7,124,48.38709677419355,56.45161290322581,107,5,4,46.728971962616825,37.38317757009346,17,1,3,58.8235294117647,176.47058823529412,0.8333333333333334,0.0,0.024628138169646263,0.7027215957641602,0.2726503014564514
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,61,"Legal changes, our evolving business model, piracy, and other factors may decrease the value of our intellectual property. 
Protecting our intellectual property rights and combating unlicensed copying and use of our software and other intellectual property on a global basis is difficult. While piracy adversely affects U.S. revenue, the impact on revenue from outside the U.S. is more significant, particularly countries in which the legal system provides less protection for intellectual property rights. Our revenue in these markets may grow more slowly than the underlying device market. Similarly, the absence of harmonized patent laws makes it more difficult to ensure consistent respect for patent rights. Throughout the world, we educate users about the benefits of licensing genuine products and obtaining indemnification benefits for intellectual property risks, and we educate lawmakers about the advantages of a business climate where intellectual property rights are protected. Reductions in the legal protection for software intellectual property rights could adversely affect revenue.",7,4,153,45.751633986928105,26.143790849673202,92,3,3,32.608695652173914,32.608695652173914,61,4,1,65.57377049180327,16.39344262295082,0.4444444444444444,0.1111111111111111,0.04373755678534508,0.7769377827644348,0.1793246567249298
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,62,"We expend significant resources to patent the intellectual property we create with the expectation that we will generate revenues by incorporating that intellectual property in our products or services or, in some instances, by licensing or cross-licensing our patents to others in return for a royalty and/or increased freedom to operate. Changes in the law may continue to weaken our ability to prevent the use of patented technology or collect revenue for licensing our patents. These include legislative changes and regulatory actions that make it more difficult to obtain injunctions, and the increasing use of legal process to challenge issued patents. Similarly, licensees of our patents may fail to satisfy their obligations to pay us royalties or may contest the scope and extent of their obligations. The royalties we can obtain to monetize our intellectual property may decline because of the evolution of technology, price changes in products using licensed patents, greater value from cross-licensing, or the difficulty of discovering infringements. Finally, our increasing engagement with open source software will also cause us to license our intellectual property rights broadly in certain situations and may negatively impact revenue.",9,5,188,47.87234042553192,26.595744680851062,162,6,5,37.03703703703704,30.864197530864196,26,3,0,115.38461538461539,0.0,0.8333333333333334,0.16666666666666666,0.017417062073946,0.8517842292785645,0.13079865276813507
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,63,"Third parties may claim we infringe their intellectual property rights.
 From time to time, others claim we infringe their intellectual property rights. The number of these claims may grow because of constant technological change in the markets in which we compete, the extensive patent coverage of existing technologies, the rapid rate of issuance of new patents, and our offering of first-party devices, such as Surface. To resolve these claims, we may enter into royalty and licensing agreements on terms that are less favorable than currently available, stop selling or redesign affected products or services, or pay damages to satisfy indemnification commitments with our customers. These outcomes may cause operating margins to decline. Besides money damages, in some jurisdictions plaintiffs can seek injunctive relief that may limit or prevent importing, marketing, and selling our products or services that have infringing technologies. In some countries, such as Germany, an injunction can be issued before the parties have fully litigated the validity of the underlying patents. We have paid significant amounts to settle claims related to the use of technology and intellectual property rights and to procure intellectual property rights as part of our strategy to manage this risk, and may continue to do so.",12,7,202,59.40594059405941,34.65346534653465,171,9,6,52.63157894736842,35.08771929824562,31,3,1,96.7741935483871,32.25806451612903,0.75,0.0,0.02696598507463932,0.845185399055481,0.12784862518310547
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,64,"If our reputation or our brands are damaged, our business and operating results may be harmed
. Our reputation and brands are globally recognized and are important to our business. Our reputation and brands affect our ability to attract and retain consumer, business, and public-sector customers. There are numerous ways our reputation or brands could be damaged. These include product safety or quality issues, our environmental impact and sustainability,
 
supply chain practices, or human rights record. We may experience backlash from customers, government entities, advocacy groups, employees, and other stakeholders that disagree with 
our
 product offering decisions or public policy positions. Damage to our reputation or our brands may occur from, among other things:",5,4,113,44.24778761061947,35.39823008849557,98,5,4,51.02040816326531,40.816326530612244,14,0,0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.016322264447808266,0.8413439989089966,0.1423337161540985
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,65,"The proliferation of social media may increase the likelihood, speed, and magnitude of negative brand events. If our brands or reputation are damaged, it could negatively impact our revenues or margins, or ability to attract the most highly qualified employees.",3,3,40,75.0,75.0,24,2,1,83.33333333333333,41.666666666666664,16,1,2,62.5,125.0,0.5,0.0,0.012249021790921688,0.9344983100891113,0.0532526858150959
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,66,"Adverse economic or market conditions may harm our business.
 Worsening economic conditions, including inflation, recession, pandemic, or other changes in economic conditions, may cause lower IT spending and adversely affect our revenue. If demand for PCs, servers, and other computing devices declines, or consumer or business spending for those products declines, our revenue will be adversely affected.",8,2,57,140.35087719298247,35.08771929824562,57,8,2,140.35087719298247,35.08771929824562,0,0,0,0.0,0.0,1.0,0.0,0.008584447205066681,0.9562128782272339,0.03520267829298973
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,67,"Our product distribution system relies on an extensive partner and retail network. OEMs building devices that run our software have also been a significant means of distribution. The impact of economic conditions on our partners, such as the bankruptcy of a major distributor, OEM, or retailer, could cause sales channel disruption.",2,1,49,40.816326530612244,20.408163265306122,49,2,1,40.816326530612244,20.408163265306122,0,0,0,0.0,0.0,1.0,0.0,0.013905156403779984,0.912118136882782,0.07397664338350296
MSFT,MICROSOFT CORP,0000789019,10-Q,2022-10-25,000156459022035087,68,"Challenging economic conditions also may impair the ability of our customers to pay for products and services they have purchased. As a result, allowances for doubtful accounts and write-offs of accounts receivable may increase.",3,3,33,90.9090909090909,90.9090909090909,20,2,1,100.0,50.0,13,1,2,76.92307692307692,153.84615384615384,0.5,0.0,0.010841922834515572,0.9644873142242432,0.024670777842402458
